,Term,Documents
4731,later,"['026', '160', '171', '211', '265', '306', '308', '311', '311', '323', '346', '348', '380', '445', '446', '454']"
4732,latin,"['123', '383']"
4733,latter,['135']
4734,launch,"['039', '078', '078', '095', '095', '227', '248', '258', '265', '276', '276', '305', '376', '387', '387', '449', '449', '471', '471', '475']"
4735,lavoro,"['162', '308']"
4736,law,"['029', '051', '054', '054', '054', '148', '149', '154', '194', '230', '254', '254', '255', '255', '261', '264', '265', '265', '340', '395', '421', '422', '422', '463', '463', '494']"
4737,lawmak,"['254', '254', '254']"
4738,lawn,"['045', '045', '362']"
4739,lawrenc,"['004', '016', '123', '123', '149']"
4740,lay,"['136', '211', '266']"
4741,layoff,"['211', '243', '264', '264', '264', '264', '305', '320', '320']"
4742,lb,"['005', '022', '094', '094', '410', '410', '410', '410', '410', '410', '410']"
4743,lbc,"['173', '173']"
4744,le,['078']
4745,lea,"['190', '190', '190', '338', '363', '391', '408']"
4746,lead,"['004', '016', '032', '047', '054', '055', '091', '095', '131', '132', '143', '162', '169', '208', '208', '222', '233', '242', '260', '266', '281', '284', '284', '297', '348', '359', '396', '399', '454', '454', '457', '461', '461', '472', '490', '496']"
4747,lead manag,['162']
4748,leader,"['051', '198', '202', '266', '266', '266', '399', '409', '437', '441', '494', '495']"
4749,leagu,['409']
4750,learn,['292']
4751,least,"['004', '016', '040', '047', '107', '123', '135', '156', '196', '201', '217', '217', '217', '234', '261', '307', '311', '314', '314', '314', '325', '383', '408']"
4752,leather,['403']
4753,leav,"['126', '258', '302', '316', '320', '431', '495', '496']"
4754,lebanon,['191']
4755,lee,"['228', '228', '441']"
4756,left,"['043', '154', '223', '246', '317', '451', '483']"
4757,legal,"['261', '392', '494']"
4758,legisl,"['020', '020', '028', '032', '051', '055', '061', '218', '230', '254', '254', '340', '340', '340', '340', '409', '463', '463', '463', '494']"
4759,lehman,"['025', '025', '035', '098', '123', '135', '493']"
4760,leigh pemberton,"['379', '379', '379', '379', '379']"
4761,lend,"['144', '145', '204', '204', '256', '256', '261', '301', '314', '316', '328', '451', '451', '451']"
4762,lender,"['196', '196', '241', '307', '362', '389', '494']"
4763,lenghten,['235']
4764,length,['136']
4765,lengthen,['054']
4766,lent,"['028', '256', '340', '463']"
4767,leon,"['314', '466']"
4768,leonora,['434']
4769,less,"['039', '039', '061', '097', '123', '135', '135', '201', '204', '206', '207', '234', '284', '395', '437', '448', '451', '484', '495', '498']"
4770,lesser,['098']
4771,lesson,['292']
4772,let,"['266', '357', '457', '457']"
4773,letter,"['097', '100', '100', '100', '106', '112', '261', '261', '264', '340', '353', '392', '441', '441', '463', '465']"
4774,level,"['001', '005', '005', '005', '005', '005', '032', '055', '059', '099', '114', '123', '133', '135', '172', '174', '174', '174', '204', '208', '208', '208', '227', '243', '264', '268', '269', '269', '269', '272', '303', '305', '315', '343', '388', '425', '433', '438', '438', '451', '454', '496']"
4775,leverag,"['195', '340', '463']"
4776,levi,"['395', '441']"
4777,lewi,"['098', '098', '098', '098']"
4778,lewissplit=,['473']
4779,lft,['286']
4780,li,['355']
4781,liabil,"['140', '147', '147', '372']"
4782,liber,"['095', '340', '463']"
4783,liberalis,['451']
4784,liberti,"['082', '101', '101']"
4785,libor,"['138', '210', '210', '235', '239', '239', '239', '239']"
4786,librari,"['265', '265', '348', '348']"
4787,libya,['194']
4788,libyan,"['194', '194', '194']"
4789,licenc,"['332', '376']"
4790,licens,"['018', '028', '032', '032', '032', '032', '032', '055', '055', '055', '055', '055', '125', '125', '125', '390', '445']"
4791,license,"['010', '012']"
4792,lie,['218']
4793,lieb,['179']
4794,liebert,"['179', '179', '179', '179']"
4795,lif,['363']
4796,life,"['027', '239', '239', '239', '344', '359', '395', '395', '395', '395', '418', '472']"
4797,lifestyl,['363']
4798,lifetim,"['286', '286', '286']"
4799,lift,['098']
4800,light,"['001', '178', '484', '484', '484']"
4801,light wat,['142']
4802,like,"['004', '012', '016', '028', '045', '054', '078', '078', '078', '111', '135', '153', '153', '198', '207', '234', '234', '235', '259', '264', '433', '433', '436', '448', '495', '496', '497', '497']"
4803,likelihood,['399']
4804,lim,['386']
4805,limit,"['001', '001', '007', '007', '118', '118', '150', '154', '191', '219', '230', '272', '319', '330', '340', '340', '348', '353', '454', '463', '463', '465']"
4806,limited servic,['409']
4807,limp,"['047', '047']"
4808,lincoln,['418']
4809,lindbergh,['390']
4810,line,"['017', '018', '044', '044', '044', '044', '057', '057', '107', '127', '178', '209', '227', '298', '301', '301', '314', '314', '323', '362', '362', '362', '367', '382', '408', '408', '408', '408', '492', '492']"
4811,linerboard,['268']
4812,link,"['003', '131', '133', '158', '158', '162', '235', '316', '382', '383']"
4813,linoil,['006']
4814,linse,['006']
4815,lion,"['007', '007', '007']"
4816,lipper,['098']
4817,lipton,['227']
4818,liquefi,"['376', '425', '493']"
4819,liquid,"['110', '151', '194', '194', '196', '405', '414', '450', '451', '476']"
4820,liquor,['001']
4821,lira,"['308', '308']"
4822,lisbon,['229']
4823,lisp,['088']
4824,list,"['078', '078', '095', '123', '150', '162', '162', '173', '195', '222', '222', '244', '437', '469', '469', '469', '472']"
4825,listen,['459']
4826,litig,['140']
4827,littl,"['133', '435', '438', '459']"
4828,liu,['141']
4829,live,"['078', '136', '277', '311', '437', '497']"
4830,livestock,"['128', '247', '322', '340', '463']"
4831,lkb produkt,['405']
4832,lloyd,"['061', '061', '136', '273', '273', '492']"
4833,lm,['154']
4834,lng,"['493', '493', '493', '493', '493', '493']"
4835,lo,"['028', '351', '390']"
4836,load,"['059', '175', '348', '378', '445', '453', '453', '453']"
4837,loan,"['004', '005', '005', '007', '011', '016', '026', '060', '060', '062', '074', '079', '079', '079', '079', '123', '123', '123', '123', '123', '123', '123', '123', '123', '123', '123', '123', '123', '123', '147', '147', '147', '147', '196', '197', '197', '228', '228', '234', '234', '234', '235', '235', '239', '256', '267', '302', '302', '302', '305', '314', '314', '340', '340', '340', '340', '340', '340', '340', '340', '340', '340', '340', '340', '340', '340', '340', '364', '383', '383', '391', '397', '397', '397', '397', '397', '409', '409', '424', '424', '424', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '463', '474', '474', '474', '492', '494', '494', '494', '498', '498', '498', '498', '498']"
4838,lobbi,"['150', '155', '259']"
4839,local,"['060', '114', '114', '329', '372', '428', '431']"
4840,locat,"['094', '094', '094', '094', '094', '319', '445']"
4841,locomot,['158']
4842,lodg,['229']
4843,logic,"['223', '223']"
4844,logist,"['072', '429']"
4845,lombard,['208']
4846,lona,['302']
4847,london,"['095', '107', '118', '126', '150', '150', '150', '150', '150', '150', '150', '150', '150', '150', '150', '162', '210', '222', '222', '246', '246', '246', '259', '273', '284', '322', '322', '322', '390']"
4848,london bas,['446']
4849,londrina,['326']
4850,long,"['004', '016', '019', '081', '081', '098', '124', '132', '174', '207', '217', '218', '268', '310', '385', '408', '433', '448', '451', '457', '457', '459']"
4851,long term,"['111', '132', '134', '134', '169', '218', '304', '439', '496']"
4852,longer,"['004', '004', '004', '016', '016', '016', '107', '107', '284']"
4853,longtim,['028']
4854,look,"['078', '123', '133', '207', '207', '272', '448', '448']"
4855,loom,"['490', '490']"
4856,looser,['493']
4857,lord,"['312', '312']"
4858,lose,"['004', '004', '016', '016', '114', '205', '207', '266', '267', '268', '290', '316', '448']"
4859,loss,"['004', '004', '013', '013', '016', '016', '024', '024', '028', '037', '037', '037', '037', '041', '041', '041', '041', '041', '041', '041', '041', '041', '056', '056', '064', '092', '092', '092', '092', '120', '120', '120', '120', '120', '140', '140', '140', '140', '140', '147', '159', '159', '159', '159', '164', '164', '164', '167', '167', '168', '168', '168', '168', '168', '168', '168', '168', '170', '170', '177', '177', '177', '177', '180', '182', '182', '182', '182', '182', '184', '184', '184', '184', '184', '186', '186', '192', '193', '193', '193', '193', '193', '193', '193', '194', '197', '197', '197', '207', '219', '219', '219', '219', '219', '221', '221', '221', '221', '221', '223', '225', '225', '227', '236', '236', '238', '238', '238', '238', '238', '238', '238', '238', '246', '250', '250', '250', '250', '250', '257', '257', '267', '268', '275', '275', '275', '275', '275', '282', '282', '282', '293', '293', '299', '299', '299', '299', '299', '299', '299', '309', '309', '309', '309', '309', '309', '309', '309', '311', '314', '336', '336', '336', '336', '336', '336', '336', '336', '336', '336', '340', '363', '363', '363', '363', '363', '365', '365', '365', '365', '365', '366', '366', '366', '366', '366', '383', '399', '412', '428', '436', '440', '440', '448', '463', '494', '494', '496']"
4860,lot,"['195', '265']"
4861,lotu,['265']
4862,loui,"['059', '059']"
4863,louisiana,"['419', '419']"
4864,low,"['001', '004', '008', '008', '012', '016', '022', '023', '059', '059', '091', '094', '111', '111', '123', '123', '132', '172', '195', '195', '195', '204', '207', '208', '208', '224', '235', '242', '262', '262', '268', '268', '268', '268', '268', '268', '281', '302', '304', '304', '305', '329', '340', '349', '349', '377', '377', '399', '399', '399', '399', '399', '399', '399', '425', '438', '448', '454', '463', '484', '496', '496', '498']"
4865,low pow,['445']
4866,low pric,['376']
4867,lp,['147']
4868,ltd,"['018', '038', '111', '111', '143', '143', '151', '151', '162', '164', '169', '169', '170', '176', '176', '199', '209', '222', '238', '248', '248', '251', '251', '271', '273', '273', '273', '273', '273', '282', '287', '292', '294', '342', '355', '355', '355', '355', '370', '372', '376', '381', '381', '381', '406', '407', '415', '416', '431', '431', '434', '434', '439', '439', '439', '458', '458', '472', '487']"
4869,lubbock,['094']
4870,lubric,['068']
4871,lufeng,['318']
4872,lugano,['010']
4873,lui,['302']
4874,lundi,['142']
4875,lusinchi,"['383', '383']"
4876,luxembourg,"['162', '462', '472']"
4877,luxuri,"['107', '211']"
4878,lynch,"['004', '016', '025', '123', '359', '490']"
4879,lyng,"['497', '497', '497']"
4880,lyon,"['298', '428']"
4881,lyon/atla,['229']
4882,m 1,"['099', '099', '099', '099', '099', '099']"
4883,m 3,['384']
4884,mac,"['239', '389', '389', '389', '389']"
4885,machin,"['078', '078', '095', '206', '265', '407']"
4886,machinea,"['302', '302', '302', '302']"
4887,machineri,"['054', '367', '371', '376', '491', '496', '496']"
4888,mack,['310']
4889,magma,"['022', '022']"
4890,magnet,"['348', '353', '353']"
4891,mahi,['250']
4892,mahlmann,['330']
4893,mail,"['244', '244']"
4894,main,"['136', '162', '200', '200', '208', '276', '281', '284', '314', '349', '360', '376', '382', '399', '437', '437', '438', '454']"
4895,mainli,"['258', '282', '402', '405', '405', '405']"
4896,mainstream,['376']
4897,maintain,"['060', '135', '248', '284', '376']"
4898,maiz,"['006', '332', '332', '374', '374', '374', '374']"
4899,major,"['004', '004', '016', '016', '018', '051', '078', '078', '079', '080', '095', '095', '104', '107', '111', '111', '135', '136', '180', '198', '209', '246', '246', '254', '254', '258', '261', '268', '268', '268', '269', '292', '315', '372', '372', '376', '376', '377', '397', '399', '409', '424', '431', '434', '436', '441', '451', '488', '493', '494', '496']"
4900,make,"['001', '001', '010', '021', '026', '026', '028', '028', '029', '033', '050', '054', '070', '078', '088', '097', '098', '098', '105', '109', '111', '111', '123', '123', '127', '136', '147', '149', '152', '155', '165', '178', '194', '195', '197', '198', '201', '206', '208', '208', '208', '215', '227', '233', '235', '242', '248', '254', '254', '256', '261', '261', '263', '265', '266', '269', '284', '286', '286', '314', '314', '316', '324', '333', '340', '340', '340', '340', '346', '349', '349', '354', '376', '376', '380', '383', '389', '392', '399', '409', '431', '433', '445', '445', '447', '451', '451', '451', '462', '462', '463', '463', '463', '463', '475', '477', '484', '488', '488', '493', '493', '494', '497', '497', '497']"
4901,maker,"['114', '114', '117', '153', '265', '305', '376', '387', '431', '446', '449']"
4902,makumbi,"['322', '322']"
4903,malaysia,"['386', '386', '386']"
4904,malcolm,"['136', '281', '431']"
4905,malta,['200']
4906,man,"['028', '131', '246']"
4907,man mad,['376']
4908,manag,"['002', '002', '015', '025', '025', '026', '035', '045', '045', '045', '045', '045', '045', '070', '098', '105', '129', '135', '135', '135', '143', '157', '169', '183', '222', '222', '233', '233', '233', '234', '239', '260', '261', '261', '261', '261', '264', '264', '264', '264', '265', '268', '270', '287', '292', '320', '348', '348', '348', '348', '351', '359', '379', '388', '389', '392', '399', '418', '433', '435', '437', '439', '457', '458', '458', '459', '465', '469', '469', '472', '472', '492']"
4909,mandat,['254']
4910,mandatori,"['083', '171', '254']"
4911,manhattan,['117']
4912,mani,"['015', '020', '061', '114', '255', '256', '258', '268', '312', '319', '320', '340', '382', '463', '463', '495']"
4913,manipul,['379']
4914,manli,"['128', '247']"
4915,mannesmann,"['392', '392', '392', '392', '392', '392', '392', '392']"
4916,manoogian,"['297', '297']"
4917,manpow,['322']
4918,manual,['348']
4919,manuel,['235']
4920,manufactur,"['033', '068', '070', '100', '123', '123', '133', '154', '228', '264', '268', '290', '376', '376', '376', '377', '377', '403', '403', '431', '431', '448']"
4921,mar,"['006', '006', '006', '006', '006', '006', '006', '379']"
4922,maracaibo,['316']
4923,marathon,"['008', '194', '454']"
4924,marcano,['235']
4925,march,"['001', '006', '006', '012', '023', '023', '024', '026', '036', '036', '037', '045', '053', '053', '059', '059', '059', '070', '071', '081', '082', '085', '085', '086', '094', '096', '101', '105', '105', '109', '120', '124', '143', '169', '171', '171', '173', '189', '196', '196', '211', '211', '234', '237', '243', '243', '253', '261', '278', '291', '292', '293', '293', '296', '300', '301', '305', '305', '305', '317', '319', '324', '330', '337', '344', '344', '352', '361', '364', '364', '364', '364', '364', '376', '411', '413', '414', '414', '421', '421', '422', '423', '423', '424', '436', '444', '445', '451', '464', '464', '466', '471', '471', '471', '474', '481', '486', '486', '487', '489']"
4926,march may,['019']
4927,march/april,"['001', '001', '001']"
4928,marco,['311']
4929,marconi,['499']
4930,marcxh,['466']
4931,margarin,['227']
4932,margin,"['207', '227', '227', '235', '235', '262', '330', '399', '399', '448', '493']"
4933,marin,"['068', '205', '205', '261', '266', '266', '266', '266', '437']"
4934,maringa,['326']
4935,mario,"['302', '492', '498']"
4936,mariotim,['044']
4937,maritim,['408']
4938,mark,"['080', '098', '170', '207', '208', '265', '269', '277', '282', '448', '498']"
4939,mark/dollar,"['207', '448']"
4940,market,"['002', '004', '004', '004', '010', '016', '016', '016', '021', '030', '054', '058', '078', '078', '078', '078', '094', '094', '098', '098', '098', '098', '098', '098', '098', '098', '098', '100', '100', '100', '104', '107', '107', '110', '110', '111', '116', '116', '116', '116', '124', '127', '130', '132', '133', '133', '133', '133', '133', '133', '134', '135', '135', '135', '135', '145', '150', '150', '150', '153', '154', '154', '162', '165', '165', '178', '178', '194', '194', '207', '208', '209', '209', '215', '215', '230', '246', '246', '248', '248', '248', '254', '254', '261', '262', '262', '265', '265', '268', '268', '270', '292', '292', '292', '292', '292', '298', '305', '305', '315', '316', '322', '328', '329', '329', '329', '330', '330', '332', '332', '333', '340', '343', '348', '351', '356', '371', '375', '375', '376', '376', '376', '377', '379', '379', '386', '387', '387', '389', '392', '399', '399', '399', '399', '407', '410', '422', '435', '435', '441', '448', '449', '449', '450', '450', '450', '451', '457', '457', '457', '459', '459', '463', '463', '473', '473', '493', '493', '494', '494', '494', '496', '496', '496']"
